2025-05-27 21:12:45.719051576+01:00;START ITERATION 7 WITH TEST CASE ORDER: 4 1 3 2 10
2025-05-27 21:12:45.719743098+01:00;DISABLING ALL TEST CASES tcase -i
2025-05-27 21:12:45.737007688+01:00;ENABLE TEST CASE 4
2025-05-27 21:12:45.738184796+01:00;ENABLE ONLY SSDL MUTANTS
2025-05-27 21:12:45.741735329+01:00;EXECUTING SSDL MUTANTS WITH TEST CASES
2025-05-27 21:12:45.744077592+01:00;GENERATING SSDL REPORT
2025-05-27 21:12:45.745968867+01:00;RESGISTERING ALL LIVE MUTANTS OF SSDL muta -l
2025-05-27 21:12:45.748627309+01:00;ENABLING SSDL GOOD TEST CASES
2025-05-27 21:12:45.752875064+01:00;ENABLE ALL MUTANTS
2025-05-27 21:12:45.756419466+01:00;EXECUTING ALL MUTANTS WITH TEST CASES
2025-05-27 21:12:45.760011279+01:00;GENERATING ALL MUTANTS REPORT
2025-05-27 21:12:45.761803913+01:00;RESGISTERING ALL LIVE MUTANTS muta -l
2025-05-27 21:12:45.767035407+01:00;ENABLE TEST CASE 1
2025-05-27 21:12:45.768243503+01:00;ENABLE ONLY SSDL MUTANTS
2025-05-27 21:12:45.771817835+01:00;EXECUTING SSDL MUTANTS WITH TEST CASES
2025-05-27 21:12:45.774216551+01:00;GENERATING SSDL REPORT
2025-05-27 21:12:45.775980000+01:00;RESGISTERING ALL LIVE MUTANTS OF SSDL muta -l
2025-05-27 21:12:45.778614864+01:00;ENABLING SSDL GOOD TEST CASES
2025-05-27 21:12:45.782741033+01:00;ENABLE ALL MUTANTS
2025-05-27 21:12:45.786342295+01:00;EXECUTING ALL MUTANTS WITH TEST CASES
2025-05-27 21:12:45.789935251+01:00;GENERATING ALL MUTANTS REPORT
2025-05-27 21:12:45.791946920+01:00;RESGISTERING ALL LIVE MUTANTS muta -l
2025-05-27 21:12:45.797061289+01:00;ENABLE TEST CASE 3
2025-05-27 21:12:45.798219765+01:00;ENABLE ONLY SSDL MUTANTS
2025-05-27 21:12:45.801774880+01:00;EXECUTING SSDL MUTANTS WITH TEST CASES
2025-05-27 21:12:45.804186711+01:00;GENERATING SSDL REPORT
2025-05-27 21:12:45.805961357+01:00;RESGISTERING ALL LIVE MUTANTS OF SSDL muta -l
2025-05-27 21:12:45.808623459+01:00;ENABLING SSDL GOOD TEST CASES
2025-05-27 21:12:45.812768525+01:00;ENABLE ALL MUTANTS
2025-05-27 21:12:45.816444288+01:00;EXECUTING ALL MUTANTS WITH TEST CASES
2025-05-27 21:12:45.820055944+01:00;GENERATING ALL MUTANTS REPORT
2025-05-27 21:12:45.821848548+01:00;RESGISTERING ALL LIVE MUTANTS muta -l
2025-05-27 21:12:45.827148309+01:00;ENABLE TEST CASE 2
2025-05-27 21:12:45.828251101+01:00;ENABLE ONLY SSDL MUTANTS
2025-05-27 21:12:45.831825262+01:00;EXECUTING SSDL MUTANTS WITH TEST CASES
2025-05-27 21:12:45.834174093+01:00;GENERATING SSDL REPORT
2025-05-27 21:12:45.835946818+01:00;RESGISTERING ALL LIVE MUTANTS OF SSDL muta -l
2025-05-27 21:12:45.838623434+01:00;ENABLING SSDL GOOD TEST CASES
2025-05-27 21:12:45.842718048+01:00;ENABLE ALL MUTANTS
2025-05-27 21:12:45.846271717+01:00;EXECUTING ALL MUTANTS WITH TEST CASES
2025-05-27 21:12:45.849917481+01:00;GENERATING ALL MUTANTS REPORT
2025-05-27 21:12:45.851753148+01:00;RESGISTERING ALL LIVE MUTANTS muta -l
2025-05-27 21:12:45.856798724+01:00;ENABLE TEST CASE 10
2025-05-27 21:12:45.857903168+01:00;ENABLE ONLY SSDL MUTANTS
2025-05-27 21:12:45.861437728+01:00;EXECUTING SSDL MUTANTS WITH TEST CASES
2025-05-27 21:12:45.863755738+01:00;GENERATING SSDL REPORT
2025-05-27 21:12:45.865623810+01:00;RESGISTERING ALL LIVE MUTANTS OF SSDL muta -l
2025-05-27 21:12:45.868278015+01:00;ENABLING SSDL GOOD TEST CASES
2025-05-27 21:12:45.872388080+01:00;ENABLE ALL MUTANTS
2025-05-27 21:12:45.875896154+01:00;EXECUTING ALL MUTANTS WITH TEST CASES
2025-05-27 21:12:45.879503876+01:00;GENERATING ALL MUTANTS REPORT
2025-05-27 21:12:45.881357354+01:00;RESGISTERING ALL LIVE MUTANTS muta -l
2025-05-27 21:12:45.884620238+01:00;ENABLING ALL TEST CASES tcase -e
2025-05-27 21:12:45.891598645+01:00;END ITERATION 7 WITH TEST CASE ORDER: 4 1 3 2 10
